fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol_scaled,volatile_scaled,sulphates_scaled,citric_acid_scaled,alc_minus_volatile_scaled
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,5,0.2153846153846155,0.5136986301369862,0.10179640718562874,0.0,-0.29831401475237074
8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,5,0.12307692307692308,0.2054794520547945,0.1137724550898204,0.21,-0.08240252897787143
9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,5,0.19999999999999996,0.3150684931506849,0.1437125748502994,0.25,-0.11506849315068496
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,5,0.18461538461538463,0.3664383561643836,0.053892215568862284,0.26,-0.18182297154899896
8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,6,0.24615384615384617,0.39726027397260266,0.1197604790419162,0.0,-0.1511064278187565
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,5,0.18461538461538463,0.3664383561643836,0.053892215568862284,0.26,-0.18182297154899896
9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,6,0.1692307692307693,0.3835616438356165,0.1317365269461078,0.11,-0.21433087460484718
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,6,0.1692307692307693,0.3767123287671233,0.125748502994012,0.1,-0.207481559536354
8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,5,0.15384615384615397,0.32191780821917804,0.125748502994012,0.18,-0.16807165437302407
7.5,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,3.45,0.62,9.5,5,0.1692307692307693,0.3287671232876712,0.17365269461077845,0.32,-0.15953635405690192
7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,6,0.19999999999999996,0.32191780821917804,0.1197604790419162,0.02,-0.12191780821917808
7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,5,0.18461538461538463,0.410958904109589,0.125748502994012,0.01,-0.2263435194942044
7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,6,0.19999999999999996,0.32191780821917804,0.1197604790419162,0.02,-0.12191780821917808
9.4,0.685,0.26,2.4,0.082,23.0,143.0,0.9978,3.28,0.55,9.4,5,0.15384615384615397,0.386986301369863,0.1317365269461078,0.26,-0.23314014752370904
9.5,0.57,0.27,2.3,0.082,23.0,144.0,0.99782,3.27,0.55,9.4,5,0.15384615384615397,0.30821917808219174,0.1317365269461078,0.27,-0.15437302423603777
7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,9.5,6,0.1692307692307693,0.1917808219178082,0.3532934131736528,0.29,-0.022550052687038913
7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.99727,3.31,0.91,9.5,6,0.1692307692307693,0.1917808219178082,0.34730538922155696,0.3,-0.022550052687038913
7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0,5,0.24615384615384617,0.6027397260273972,0.07784431137724554,0.0,-0.35658587987355106
6.9,0.765,0.18,2.4,0.243,5.5,48.0,0.99612,3.4,0.6,10.3,6,0.2923076923076924,0.4417808219178082,0.1616766467065868,0.18,-0.14947312961011583
6.9,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,0.59,10.3,6,0.2923076923076924,0.3527397260273972,0.155688622754491,0.17,-0.06043203371970485
8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,5,0.32307692307692304,0.21232876712328763,0.16766467065868265,0.3,0.11074815595363541
7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,5,0.2153846153846155,0.273972602739726,0.1616766467065868,0.03,-0.058587987355110505
7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,6,0.15384615384615397,0.30821917808219174,0.1616766467065868,0.0,-0.15437302423603777
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,5,0.2153846153846155,0.2328767123287671,0.1916167664670659,0.14,-0.017492096944151603
9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,3.36,0.53,10.0,5,0.24615384615384617,0.47945205479452047,0.1197604790419162,0.05,-0.2332982086406743
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,5,0.2153846153846155,0.2328767123287671,0.1916167664670659,0.14,-0.017492096944151603
7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,5,0.2153846153846155,0.32191780821917804,0.155688622754491,0.01,-0.10653319283456253
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,5,0.1692307692307693,0.15753424657534243,0.10179640718562874,0.41,0.011696522655426866
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,5,0.1692307692307693,0.15753424657534243,0.10179640718562874,0.41,0.011696522655426866
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,6,0.2615384615384615,0.30136986301369867,0.13772455089820365,0.24,-0.03983140147523717
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,6,0.2615384615384615,0.30136986301369867,0.13772455089820365,0.24,-0.03983140147523717
8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,5,0.13846153846153864,0.3493150684931507,0.1137724550898204,0.17,-0.21085353003161206
7.4,0.37,0.43,2.6,0.082,18.0,82.0,0.99708,3.33,0.68,9.7,6,0.19999999999999996,0.17123287671232873,0.2095808383233533,0.43,0.028767123287671226
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,5,0.18461538461538463,0.3561643835616438,0.125748502994012,0.17,-0.1715489989462592
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,6,0.19999999999999996,0.33561643835616434,0.1616766467065868,0.02,-0.13561643835616438
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,5,0.36923076923076925,0.3287671232876712,0.13772455089820365,0.0,0.04046364594309804
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,6,0.6307692307692307,0.10273972602739725,0.1197604790419162,0.54,0.5280295047418335
10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,5,0.2769230769230768,0.5273972602739726,0.5089820359281437,0.3,-0.2504741833508958
8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,5,0.18461538461538463,0.2328767123287671,0.24550898203592816,0.31,-0.048261327713382485
9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,7,0.36923076923076925,0.17123287671232873,0.28742514970059885,0.44,0.19799789251844052
9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,6,0.3538461538461537,0.2602739726027397,0.1137724550898204,0.34,0.09357218124341399
9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,6,0.3538461538461537,0.2602739726027397,0.1137724550898204,0.34,0.09357218124341399
7.2,0.61,0.08,4.0,0.082,26.0,108.0,0.99641,3.25,0.51,9.4,5,0.15384615384615397,0.33561643835616434,0.10778443113772454,0.08,-0.18177028451001037
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,5,0.24615384615384617,0.2945205479452055,0.06586826347305388,0.09,-0.04836670179135932
5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,7,0.6923076923076923,0.31849315068493145,0.3652694610778443,0.0,0.37381454162276084
7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,6,0.18461538461538463,0.30136986301369867,0.1976047904191617,0.08,-0.11675447839831404
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,6,0.23076923076923084,0.273972602739726,0.1437125748502994,0.22,-0.043203371970495175
8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,7,0.676923076923077,0.10958904109589043,0.2215568862275449,0.4,0.5673340358271866
8.4,0.25,0.39,2.0,0.041,4.0,10.0,0.99386,3.27,0.71,12.5,7,0.6307692307692307,0.08904109589041095,0.2275449101796407,0.39,0.5417281348788198
8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,7,0.676923076923077,0.10958904109589043,0.2215568862275449,0.4,0.5673340358271866
7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,5,0.12307692307692308,0.2808219178082192,0.3173652694610779,0.12,-0.1577449947312961
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,6,0.2923076923076924,0.2465753424657534,0.1317365269461078,0.31,0.04573234984193897
7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,5,0.32307692307692304,0.25342465753424653,0.08383233532934128,0.1,0.0696522655426765
12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,6,0.3846153846153846,0.2602739726027397,0.2095808383233533,0.55,0.12434141201264487
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5,0.36923076923076925,0.226027397260274,0.2275449101796407,0.33,0.14320337197049526
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,4,0.4615384615384617,0.18493150684931509,0.1497005988023952,0.24,0.2766069546891466
12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,6,0.44615384615384635,0.19863013698630133,0.2574850299401198,0.54,0.24752370916754501
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5,0.36923076923076925,0.226027397260274,0.2275449101796407,0.33,0.14320337197049526
9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,6,0.32307692307692304,0.2671232876712329,0.1497005988023952,0.19,0.05595363540569015
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,6,0.5384615384615385,0.11643835616438356,0.2395209580838323,0.42,0.42202318229715496
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,5,0.15384615384615397,0.40753424657534243,0.07185628742514968,0.0,-0.25368809272918846
9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,5,0.18461538461538463,0.3698630136986301,0.125748502994012,0.15,-0.1852476290832455
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,5,0.19999999999999996,0.386986301369863,0.1616766467065868,0.0,-0.18698630136986305
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,7,0.8615384615384618,0.2054794520547945,0.24550898203592816,0.0,0.6560590094836674
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,0.2153846153846155,0.2876712328767123,0.18562874251497005,0.13,-0.0722866174920968
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,0.2153846153846155,0.2876712328767123,0.18562874251497005,0.13,-0.0722866174920968
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,5,0.2923076923076924,0.2465753424657534,0.1197604790419162,0.28,0.04573234984193897
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,0.3538461538461537,0.2328767123287671,0.09580838323353294,0.14,0.12096944151738659
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7,0.40000000000000013,0.10273972602739725,0.18562874251497005,0.34,0.2972602739726029
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,0.3538461538461537,0.2328767123287671,0.09580838323353294,0.14,0.12096944151738659
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,8,0.6615384615384614,0.30821917808219174,0.24550898203592816,0.09,0.3533192834562697
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6,0.41538461538461546,0.33561643835616434,0.26347305389221565,0.08,0.07976817702845113
7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,4,0.3846153846153846,0.386986301369863,0.1317365269461078,0.07,-0.002370916754478425
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6,0.41538461538461546,0.33561643835616434,0.26347305389221565,0.08,0.07976817702845113
10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,3,0.23076923076923084,0.2191780821917808,0.3173652694610779,0.42,0.011591148577450028
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,4,0.23076923076923084,0.23972602739726023,0.3173652694610779,0.44,-0.008956796628029395
8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,5,0.15384615384615397,0.386986301369863,0.08383233532934128,0.26,-0.23314014752370904
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5,0.13846153846153864,0.3732876712328767,0.10778443113772454,0.1,-0.23482613277133807
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,0.5076923076923077,0.10958904109589043,0.035928143712574856,0.28,0.39810326659641726
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,0.5076923076923077,0.10958904109589043,0.035928143712574856,0.28,0.39810326659641726
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7,0.4307692307692308,0.13013698630136986,0.29940119760479045,0.35,0.30063224446786097
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,5,0.24615384615384617,0.2602739726027397,0.08383233532934128,0.04,-0.014120126448893544
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,7,0.5692307692307692,0.2054794520547945,0.26347305389221565,0.47,0.3637513171759747
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,5,0.2923076923076924,0.3698630136986301,0.17964071856287425,0.0,-0.07755532139093774
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,6,0.3846153846153846,0.2602739726027397,0.2335329341317365,0.45,0.12434141201264487
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,5,0.15384615384615397,0.386986301369863,0.17365269461077845,0.35,-0.23314014752370904
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,6,0.33846153846153837,0.08904109589041095,0.29940119760479045,0.46,0.24942044257112742
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,0.2153846153846155,0.3561643835616438,0.1976047904191617,0.21,-0.1407797681770283
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,0.2153846153846155,0.3561643835616438,0.1976047904191617,0.21,-0.1407797681770283
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,6,0.23076923076923084,0.3835616438356165,0.2215568862275449,0.16,-0.15279241306638564
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,0.2153846153846155,0.3561643835616438,0.1976047904191617,0.21,-0.1407797681770283
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,5,0.2153846153846155,0.3493150684931507,0.1976047904191617,0.21,-0.13393045310853519
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,0.1692307692307693,0.21232876712328763,0.1317365269461078,0.44,-0.043097997892518336
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,0.1692307692307693,0.21232876712328763,0.1317365269461078,0.44,-0.043097997892518336
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,5,0.19999999999999996,0.2054794520547945,0.44311377245508987,0.32,-0.0054794520547945536
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,0.3846153846153846,0.1643835616438356,0.2395209580838323,0.39,0.22023182297154897
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,0.3846153846153846,0.1643835616438356,0.2395209580838323,0.39,0.22023182297154897
7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,7,0.5076923076923077,0.4212328767123288,0.2275449101796407,0.02,0.08645943097997888
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,0.3846153846153846,0.1643835616438356,0.2395209580838323,0.39,0.22023182297154897
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,7,0.44615384615384635,0.0958904109589041,0.2694610778443114,0.34,0.35026343519494224
11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,7,0.33846153846153837,0.10958904109589043,0.2035928143712575,0.47,0.22887249736564794
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6,0.4307692307692308,0.30136986301369867,0.2934131736526946,0.22,0.12939936775553212
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,0.1692307692307693,0.3424657534246575,0.125748502994012,0.06,-0.17323498419388822
5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,6,0.476923076923077,0.6095890410958904,0.1616766467065868,0.66,-0.1326659641728134
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,5,0.3076923076923077,0.2054794520547945,0.06586826347305388,0.32,0.1022128556375132
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,5,0.19999999999999996,0.3424657534246575,0.1197604790419162,0.06,-0.14246575342465756
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,0.1692307692307693,0.3424657534246575,0.125748502994012,0.06,-0.17323498419388822
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,5,0.19999999999999996,0.3527397260273972,0.125748502994012,0.07,-0.15273972602739727
6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,6,0.44615384615384635,0.25342465753424653,0.29940119760479045,0.22,0.1927291886195998
6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,6,0.4307692307692308,0.2671232876712329,0.3053892215568863,0.23,0.1636459430979979
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6,0.4307692307692308,0.30136986301369867,0.2934131736526946,0.22,0.12939936775553212
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,6,0.3846153846153846,0.3493150684931507,0.18562874251497005,0.03,0.03530031612223389
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6,0.5230769230769232,0.40753424657534243,0.1437125748502994,0.01,0.11554267650158079
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,5,0.33846153846153837,0.30136986301369867,0.1437125748502994,0.03,0.0370916754478397
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,4,0.24615384615384617,0.15753424657534243,0.125748502994012,0.24,0.08861959957850374
9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,7,0.41538461538461546,0.06164383561643835,0.1497005988023952,0.37,0.3537407797681771
10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,7,0.5230769230769232,0.1780821917808219,0.1916167664670659,0.46,0.3449947312961013
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,7,0.5230769230769232,0.13013698630136986,0.27544910179640725,0.4,0.3929399367755534
7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,4,0.3846153846153846,0.23972602739726023,0.1497005988023952,0.0,0.14488935721812435
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6,0.5230769230769232,0.40753424657534243,0.1437125748502994,0.01,0.11554267650158079
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6,0.24615384615384617,0.33561643835616434,0.10179640718562874,0.19,-0.08946259220231817
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5,0.1692307692307693,0.3287671232876712,0.1317365269461078,0.04,-0.15953635405690192
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,5,0.23076923076923084,0.30136986301369867,0.09580838323353294,0.18,-0.07060063224446783
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,6,0.4615384615384617,0.40753424657534243,0.1916167664670659,0.0,0.054004214963119246
8.4,0.31,0.29,3.1,0.194,14.0,26.0,0.99536,3.22,0.78,12.0,6,0.5538461538461539,0.13013698630136986,0.2694610778443114,0.29,0.42370916754478405
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5,0.1692307692307693,0.3287671232876712,0.1317365269461078,0.04,-0.15953635405690192
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6,0.24615384615384617,0.33561643835616434,0.10179640718562874,0.19,-0.08946259220231817
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,5,0.32307692307692304,0.43150684931506844,0.18562874251497005,0.14,-0.1084299262381454
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,6,0.3076923076923077,0.4657534246575342,0.1916167664670659,0.12,-0.1580611169652265
10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,7,0.5692307692307692,0.273972602739726,0.27544910179640725,0.38,0.2952581664910432
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,6,0.4307692307692308,0.30821917808219174,0.13772455089820365,0.0,0.12255005268703906
10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,5,0.13846153846153864,0.5342465753424658,0.2095808383233533,0.34,-0.39578503688092714
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5,0.2615384615384615,0.15068493150684933,0.1497005988023952,0.24,0.11085353003161216
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5,0.19999999999999996,0.3698630136986301,0.1437125748502994,0.03,-0.16986301369863016
10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,6,0.13846153846153864,0.226027397260274,0.1916167664670659,0.23,-0.08756585879873535
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5,0.19999999999999996,0.3698630136986301,0.1437125748502994,0.03,-0.16986301369863016
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6,0.2153846153846155,0.3493150684931507,0.1497005988023952,0.03,-0.13393045310853519
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6,0.3538461538461537,0.32191780821917804,0.1497005988023952,0.01,0.03192834562697566
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,0.6307692307692307,0.13013698630136986,0.26347305389221565,0.39,0.5006322444678609
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6,0.3538461538461537,0.32191780821917804,0.1497005988023952,0.01,0.03192834562697566
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,0.6307692307692307,0.13013698630136986,0.26347305389221565,0.39,0.5006322444678609
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,3,0.40000000000000013,0.6164383561643836,0.09580838323353294,0.02,-0.21643835616438345
8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,5,0.5230769230769232,0.13013698630136986,0.21556886227544905,0.36,0.3929399367755534
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,0.36923076923076925,0.3527397260273972,0.21556886227544905,0.1,0.016491043203372024
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,0.36923076923076925,0.3527397260273972,0.21556886227544905,0.1,0.016491043203372024
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,0.36923076923076925,0.32191780821917804,0.155688622754491,0.06,0.047312961011591215
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,0.36923076923076925,0.32191780821917804,0.155688622754491,0.06,0.047312961011591215
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5,0.1692307692307693,0.3150684931506849,0.155688622754491,0.2,-0.14583772391991562
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,5,0.40000000000000013,0.2876712328767123,0.2275449101796407,0.27,0.11232876712328782
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6,0.476923076923077,0.30136986301369867,0.125748502994012,0.0,0.17555321390937834
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6,0.36923076923076925,0.273972602739726,0.155688622754491,0.13,0.09525816649104324
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6,0.476923076923077,0.12671232876712327,0.1137724550898204,0.39,0.35021074815595377
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,6,0.7384615384615383,0.1780821917808219,0.1437125748502994,0.48,0.5603793466807163
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6,0.3846153846153846,0.10958904109589043,0.1616766467065868,0.46,0.2750263435194942
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,6,0.5846153846153845,0.2328767123287671,0.17365269461077845,0.44,0.3517386722866174
9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7,0.5846153846153845,0.18835616438356162,0.18562874251497005,0.46,0.3962592202318229
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6,0.476923076923077,0.12671232876712327,0.1137724550898204,0.39,0.35021074815595377
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,6,0.5384615384615385,0.13356164383561644,0.2035928143712575,0.4,0.40489989462592213
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,5,0.40000000000000013,0.40753424657534243,0.16766467065868265,0.19,-0.007534246575342296
